user_id,monthly_income,monthly_expenses,monthly_savings,emergency_fund_savings,debt,savings_rate,debt_to_income,emergency_fund_months,savings_score,debt_score,emergency_fund_score,financial_health_score
184,285897,246813,39084,971685.5891507204,19963,13.670657614455555,6.982584637124559,3.936930344636305,27.34131522891111,93.01741536287544,65.61550574393841,58.5264024236086
185,95123,59886,35237,469521.8464283687,14388,37.043617211399976,15.125679383535001,7.840260602283817,74.08723442279995,84.874320616465,100.0,85.09718995405949
186,45569,25718,19851,130318.42537054044,143087,43.56250960082512,314.0007461212667,5.067206834533807,87.12501920165025,0.0,84.45344724223011,60.18604185332913
187,85002,37225,47777,38380.38118499134,137162,56.206912778522856,161.36326204089315,1.0310377752851938,100.0,0.0,17.183962921419894,45.15518887642597
188,182709,136818,45891,197091.55254629065,125827,25.116989310871386,68.8674340070823,1.4405381787943885,50.23397862174277,31.132565992917705,24.008969646573142,36.636052140544365
189,148215,89793,58422,628060.8055415414,164506,39.41706305029855,110.99146510137301,6.994540838835337,78.8341261005971,0.0,100.0,61.533650440238844
190,109724,97276,12448,468430.9402931396,142386,11.344828843279501,129.76741642667056,4.8154831643276825,22.689657686559002,0.0,80.2580527387947,33.15327889626201
191,195026,158145,36881,436584.7374157708,103081,18.910811891747766,52.85500394819152,2.760661022579094,37.82162378349553,47.14499605180848,46.011017042984896,43.07545344183623
192,76668,31886,44782,139970.69079509945,104680,58.41028851672145,136.5367558825064,4.389722473659269,100.0,0.0,73.16204122765448,61.948612368296345
193,187979,94584,93395,275632.80429896933,91865,49.68374126897153,48.86982056506312,2.9141588883846037,99.36748253794306,51.13017943493688,48.56931480641006,69.6568412875813
194,152428,85480,66948,63111.99448666573,22574,43.92106437137534,14.809615031359069,0.7383246898299688,87.84212874275067,85.19038496864093,12.305411497166146,64.38559043684239
195,176312,131157,45155,536859.1914065451,150334,25.610848949589364,85.26589228186397,4.09325610837809,51.22169789917873,14.73410771813603,68.22093513963483,45.375192017002746
196,158831,68382,90449,151467.5786848167,190471,56.946691766720605,119.92054447809306,2.21502118517763,100.0,0.0,36.91701975296049,51.075105925888145
197,167600,117091,50509,923854.54322433,131374,30.136634844868738,78.3854415274463,7.89005596693452,60.273269689737475,21.614558472553696,100.0,60.5936754176611
198,253630,218634,34996,412984.81681272463,28699,13.798052280881597,11.315301817608328,1.8889322649392346,27.596104561763195,88.68469818239167,31.482204415653907,47.08851260411895
199,113686,75673,38013,436188.8953094106,105113,33.43683479056348,92.45905388526292,5.764128491131719,66.87366958112696,7.540946114737082,96.06880818552864,57.8323941225305
200,44621,21144,23477,22516.99470442912,136194,52.61423993187064,305.2239976692589,1.0649354286998258,100.0,0.0,17.748923811663765,45.32467714349913
201,58030,47713,10317,286131.51422260585,67067,17.778735136998105,115.5729794933655,5.996929856068699,35.55747027399621,0.0,99.94883093447832,44.20763738994198
202,277548,231366,46182,655499.9890777781,34674,16.639284015737818,12.49297418824852,2.8331733663450036,33.278568031475636,87.50702581175148,47.21955610575006,53.729401787840715
203,206926,93620,113306,552287.0031560267,141339,54.75677295264973,68.30412804577482,5.899241648750552,100.0,31.695871954225183,98.32069414584254,79.00496983002031
204,261897,178609,83288,1201266.9589413712,137301,31.801815217432804,52.42557188513042,6.725679887023449,63.60363043486561,47.57442811486958,100.0,69.71378060840712
205,227865,152138,75727,283848.62736290926,134668,33.23327408772738,59.09990564588682,1.8657312923984097,66.46654817545476,40.90009435411318,31.095521539973497,48.18530403840791
206,149779,95406,54373,271032.6492693228,82152,36.3021518370399,54.84881058092256,2.840834426234438,72.6043036740798,45.15118941907744,47.347240437240636,56.79125042652735
207,165036,105588,59448,493475.6415359976,26069,36.02123173125864,15.795947550837393,4.673595877713354,72.04246346251728,84.2040524491626,77.8932646285559,77.44618050832246
208,250977,170381,80596,799475.9511434784,23275,32.11290277595158,9.273758153137539,4.692283477286073,64.22580555190316,90.72624184686246,78.20472462143454,76.36961216125036
209,112274,66172,46102,178636.25512778052,185625,41.062044640789495,165.33213388674136,2.6995746709753448,82.12408928157899,0.0,44.99291118292241,46.34750906750832
210,88447,60620,27827,172692.6681914195,17260,31.461779370696576,19.514511515370785,2.84877380718277,62.92355874139315,80.48548848462922,47.47956345304616,63.558939077859876
211,152581,107247,45334,203534.8938664816,158357,29.71143196072906,103.78553030849189,1.8978143338879558,59.42286392145812,0.0,31.630238898132596,33.25821723802303
212,263508,125543,137965,247026.16875661045,158211,52.35704418841174,60.04030238171138,1.9676618270760653,100.0,39.95969761828862,32.79436378460109,61.826218420866915
213,248221,122443,125778,279263.2619230458,144990,50.671780389249896,58.41165735372914,2.2807613495507773,100.0,41.58834264627086,38.01268915917962,63.88030954163514
214,256727,217802,38925,139800.56218077597,155890,15.162020356253919,60.722090002220256,0.6418699652931377,30.324040712507838,39.277909997779744,10.697832754885628,27.12233911080275
215,271966,164593,107373,1293541.149542706,169182,39.48030268489443,62.207040585955596,7.859028935268851,78.96060536978887,37.792959414044404,100.0,72.92212997212886
216,56389,33772,22617,261927.64378060607,122883,40.10888648495274,217.92016173367145,7.755763466202951,80.21777296990548,0.0,100.0,62.08710918796219
217,258958,209376,49582,431989.2985228906,13234,19.146734219448714,5.110481236339483,2.0632226163595186,38.29346843889743,94.88951876366052,34.38704360599198,54.100356086454724
218,274936,208739,66197,893464.2592825807,46514,24.07723979398842,16.918119125905665,4.280293856359284,48.15447958797684,83.08188087409434,71.3382309393214,65.58782537921546
219,128236,100632,27604,150580.69203872554,42101,21.52593655447768,32.830874325462425,1.496349988460187,43.05187310895536,67.16912567453758,24.93916647433645,44.85323688824435
220,104323,63920,40403,259571.6432440829,168048,38.72875588317054,161.0843246455719,4.06088302947564,77.45751176634109,0.0,67.681383824594,51.28741985391463
221,275659,126091,149568,615949.5341720631,42533,54.258340921210625,15.429570592652517,4.884960339533061,100.0,84.57042940734749,81.41600565888434,89.79593051986954
222,41828,27315,14513,203663.7740699853,105292,34.69685378215549,251.72611647700106,7.456114738055475,69.39370756431099,0.0,100.0,57.7574830257244
223,287786,200570,87216,592452.461411519,190455,30.305852265224853,66.17938329175152,2.9538438520791694,60.61170453044971,33.82061670824848,49.23073086798615,49.16008608505027
224,105545,71169,34376,312529.827093749,39809,32.56999384148941,37.71756122980719,4.391375839111818,65.13998768297883,62.28243877019281,73.1895973185303,66.69760589980847
225,156748,116351,40397,81788.3408895549,132414,25.771939673871437,84.47571898844004,0.7029448899412544,51.54387934774287,15.524281011559964,11.715748165687573,28.789560492271413
226,234148,93976,140172,87733.03459022914,93070,59.86470095836821,39.748364282419665,0.9335685131334505,100.0,60.251635717580335,15.559475218890842,62.74333328094135
227,119767,84202,35565,535046.0821286086,42078,29.695158098641528,35.133216996334546,6.3543155997317,59.390316197283056,64.86678300366546,100.0,73.21616138001286
228,146288,120740,25548,720551.7137180178,42929,17.464180247183638,29.345537569725472,5.967796204389745,34.928360494367276,70.65446243027452,99.46327007316242,65.006663948778
229,167309,144968,22341,1149224.5147446,196513,13.3531370099636,117.45512793693106,7.927435811659125,26.7062740199272,0.0,100.0,40.68250960797088
230,124555,73439,51116,544300.1537520384,167231,41.03889847858376,134.26277548071133,7.411595388717689,82.07779695716752,0.0,100.0,62.83111878286701
231,83925,35588,48337,222500.29901255484,172904,57.59547214775097,206.02204349121237,6.252115854011319,100.0,0.0,100.0,70.0
232,98596,49378,49218,64648.02517458206,86740,49.9188608057122,87.97517140654793,1.309247542925636,99.8377216114244,12.024828593452071,21.820792382093934,50.088774937233566
233,55524,44823,10701,238529.08018612623,125501,19.272746920250704,226.03018514516245,5.321577765569601,38.54549384050141,0.0,88.69296275949335,42.02608636404857
234,60611,33826,26785,159200.4929235487,43303,44.19164838065698,71.44412730362475,4.7064534063604535,88.38329676131396,28.555872696375246,78.44089010600756,67.45234754524043
235,230279,142673,87606,430238.3406347187,143026,38.04341689863166,62.10987541200023,3.0155554353992606,76.08683379726332,37.89012458799977,50.259257256654344,56.879548072301574
236,113340,62415,50925,373296.3157096057,149646,44.93118051879301,132.0328215987295,5.980875041410009,89.86236103758603,0.0,99.6812506901668,65.84931962208445
237,180256,93031,87225,669506.577010451,176630,48.38951269305876,97.98841647434759,7.196596586196548,96.77902538611752,2.011583525652412,100.0,69.31508521214275
238,289793,194676,95117,1411746.9173930732,135090,32.82239391565704,46.61603282342914,7.2517768877163755,65.64478783131408,53.38396717657086,100.0,72.27310528549688
239,51302,23519,27783,176831.29372212256,96646,54.1557834002573,188.3864176835211,7.5186569889078,100.0,0.0,100.0,70.0
240,123122,69865,53257,77841.9468530204,80910,43.255470184045095,65.71530676889589,1.114176581307098,86.51094036809019,34.284693231104114,18.569609688451635,50.46066702310279
241,160430,113911,46519,486136.69158491807,140518,28.996447048557002,87.588356292464,4.267688735810572,57.992894097114004,12.411643707536001,71.12814559684287,48.259094430159266
242,171994,136614,35380,165767.29615848057,66656,20.570485016919196,38.75484028512622,1.2133990378620096,41.14097003383839,61.24515971487378,20.22331729770016,40.89693111730754
243,84028,44051,39977,262172.62507295195,103677,47.57580806397868,123.38387204265244,5.951570340581416,95.15161612795735,0.0,99.19283900969026,67.81849815409001
244,107779,73822,33957,450289.8007899941,174944,31.50613755926479,162.31733454569073,6.099669485925524,63.01227511852958,0.0,100.0,55.20491004741183
245,86197,69873,16324,61841.37085016956,71907,18.938014084016846,83.42169681079388,0.8850538956416578,37.87602816803369,16.578303189206125,14.750898260694298,24.549171702183603
246,168876,78315,90561,248908.4332818813,20103,53.625737227314715,11.904000568464436,3.178298324482938,100.0,88.09599943153556,52.9716387413823,82.32029145187536
247,104772,67387,37385,220466.10014608107,134828,35.68224334745925,128.6870537929981,3.271641416683946,71.3644866949185,0.0,54.52735694473243,44.90400176138713
248,60609,24613,35996,117835.76163811404,75683,59.39051955980135,124.87089376165257,4.787541609641817,100.0,0.0,79.79236016069694,63.93770804820908
249,270169,142081,128088,392934.65962424304,77834,47.41032464864585,28.809374872764828,2.7655679480313555,94.8206492972917,71.19062512723517,46.09279913385593,73.113286997244
250,166205,141976,24229,662621.0676297178,144071,14.57778045185163,86.68271110977408,4.667134358128964,29.15556090370326,13.317288890225925,77.78557263548272,38.9930828191939
251,95318,60145,35173,455794.851687621,133515,36.900690320820836,140.07322856123713,7.578266716894521,73.80138064164167,0.0,100.0,59.52055225665667
252,247065,171244,75821,693043.207415132,17368,30.688685163823287,7.029729018679295,4.047109431075728,61.377370327646574,92.97027098132071,67.45182385126213,72.67757658083349
253,186400,76247,110153,531974.6534821177,170987,59.09495708154506,91.73122317596567,6.976991271553211,100.0,8.268776824034333,100.0,72.48063304721029
254,77219,66360,10859,419440.1321564352,53028,14.062601173286367,68.67221797744078,6.320677096992695,28.125202346572735,31.32778202255922,100.0,50.64841554539686
255,144263,104689,39574,645928.3398453029,196382,27.431843230766034,136.12776664841297,6.169973348157905,54.86368646153207,0.0,100.0,51.945474584612825
256,149945,65145,84800,40296.646490136365,175399,56.554069825602724,116.97555770449164,0.618568523910298,100.0,0.0,10.309475398504969,43.09284261955149
257,239976,207047,32929,746759.5146488907,76589,13.721788845551222,31.915274860819416,3.606714971233057,27.443577691102444,68.08472513918059,60.111916187217616,49.43642347436044
258,62116,55433,6683,372021.1010076597,124085,10.758902698177602,199.76334599781055,6.711184691567472,21.517805396355204,0.0,100.0,38.60712215854208
259,157718,135703,22015,944380.368167336,168502,13.958457500095106,106.8375201308665,6.959170896497026,27.91691500019021,0.0,100.0,41.16676600007609
260,210354,146330,64024,467088.5252585293,56264,30.436312121471428,26.747292659041427,3.192021630961042,60.872624242942855,73.25270734095858,53.20036051601736,62.284970054269934
261,246132,139704,106428,897294.7054634928,97945,43.24021256886549,39.793687939804656,6.4228275887840915,86.48042513773098,60.206312060195344,100.0,82.65406367315099
262,53224,24330,28894,80679.1722693941,139649,54.287539455884556,262.37975349466404,3.316036673629022,100.0,0.0,55.26727789381704,56.580183368145114
263,48070,27567,20503,162645.57525313148,36368,42.65238194299979,75.65633451216975,5.900009984877987,85.30476388599958,24.34366548783025,98.33349974796644,70.92505512513884
264,177855,91115,86740,329792.2120994429,67526,48.77006550279722,37.966883135138175,3.6195161290615476,97.54013100559445,62.033116864861825,60.325268817692454,75.72356810700407
265,241907,147433,94474,1079027.8058573855,121008,39.053851273423255,50.022529319118505,7.3187672085448,78.10770254684651,49.977470680881495,100.0,76.23632222300306
266,208220,143733,64487,727017.9431643029,141467,30.97060801075785,67.94111996926327,5.058114303356243,61.9412160215157,32.05888003073673,84.30190505593738,59.68472193460851
267,187313,137069,50244,195225.69554295967,46163,26.82355202255049,24.644845792870758,1.4242877349580114,53.64710404510098,75.35515420712925,23.738128915966858,51.18682655496923
268,59816,28372,31444,94109.72510706494,96731,52.56787481610271,161.71425705496858,3.31699298981619,100.0,0.0,55.2832164969365,56.58496494908095
269,192638,173073,19565,695331.1761844732,1759,10.156355443889575,0.913111639448084,4.017560082649941,20.31271088777915,99.08688836055191,66.95933471083234,57.938951276526936
270,297164,177899,119265,607402.555764019,164791,40.13440389818417,55.454563809882764,3.414311242693995,80.26880779636834,44.545436190117236,56.90518737823326,62.54271018905248
271,229138,131684,97454,493269.1207717968,159024,42.53070202236207,69.4009723398127,3.7458546275310347,85.06140404472414,30.599027660187303,62.430910458850576,61.93354305360103
272,257516,151641,105875,1014860.1988197012,149521,41.11395020115255,58.06279998136038,6.692518506338663,82.2279004023051,41.93720001863962,100.0,75.47232016651392
273,204608,161182,43426,584496.0076988527,159937,21.22399906162027,78.16752033156084,3.626310677984221,42.44799812324054,21.832479668439163,60.438511299737016,41.66049653974907
274,177717,110252,67465,353479.4319010115,38565,37.962040772689164,21.700231266564256,3.206104487002608,75.92408154537833,78.29976873343574,53.4350747833768,69.8900856731951
275,196594,93897,102697,136660.04535291577,129948,52.238115100155646,66.09967750796056,1.4554250439621688,100.0,33.900322492039436,24.257084066036146,57.44722196742267
276,52342,45697,6645,136472.92660828697,131026,12.695349814680371,250.3266974895877,2.9864745302380236,25.390699629360743,0.0,49.774575503967064,25.088652502934416
277,115629,76695,38934,491308.0297930244,105947,33.67148379731728,91.62666805040259,6.405998171888968,67.34296759463456,8.373331949597414,100.0,59.44918662273305
278,66399,50329,16070,265303.86457916803,110904,24.202171719453606,167.02661184656395,5.27139153528121,48.40434343890721,0.0,87.85652558802016,45.718695051968936
279,247606,130474,117132,204701.28455522849,63230,47.305800344095054,25.536537886804034,1.5689047975476225,94.61160068819011,74.46346211319596,26.148413292460376,68.02820289697294
280,285756,199321,86435,540991.0720261974,199908,30.247833816262826,69.95758619241592,2.7141699671695276,60.49566763252565,30.042413807584083,45.236166119492125,46.781841031133126
281,112258,94715,17543,421839.0792220521,64929,15.627394038732206,57.83908496499136,4.453772678266929,31.25478807746441,42.16091503500864,74.22954463778214,47.419053132822995
282,113506,59203,54303,342082.9533332047,191607,47.84152379609888,168.80781632689022,5.778135454845273,95.68304759219777,0.0,96.30225758075456,67.16389631110547
283,153453,125081,28372,397440.9045456476,127157,18.4890487641167,82.863808462526,3.177468236947639,36.9780975282334,17.136191537474005,52.95780394912731,35.81943765727375
284,161300,97295,64005,252180.90396308852,47057,39.68071915685059,29.17358958462492,2.5919204888543965,79.36143831370119,70.82641041537508,43.19867481423994,65.95210089436497
285,46150,33072,13078,194702.6989409455,191572,28.338028169014084,415.10725893824485,5.8872369055680185,56.67605633802817,0.0,98.1206150928003,52.10660706305136
286,224466,103566,120900,726158.4572968055,181532,53.8611638288204,80.87282706512346,7.011552607002351,100.0,19.12717293487654,100.0,75.73815188046296
287,202491,152267,50224,1109263.8811765716,23236,24.803077667649426,11.475077904696999,7.2849920283224305,49.60615533529885,88.524922095303,100.0,76.39993876271043
288,127955,72669,55286,479677.7973372261,94914,43.20737759368528,74.17764057676527,6.600858651381278,86.41475518737056,25.82235942323473,100.0,72.31260990191865
289,142870,59593,83277,396009.5520779434,164644,58.2886540211381,115.24042836144747,6.645236052521998,100.0,0.0,100.0,70.0
290,249829,196594,53235,570528.204351655,193588,21.308575065344694,77.4882019301202,2.9020631573275635,42.61715013068939,22.511798069879802,48.36771928879273,38.31071525987751
291,178155,90815,87340,708028.079112283,148843,49.024725660239675,83.5469113973787,7.796378121590959,98.04945132047935,16.453088602621307,100.0,74.15570710897813
292,201047,91902,109145,415968.0234253347,67642,54.28830074559679,33.644869110208056,4.526212959732484,100.0,66.35513088979195,75.43688266220806,82.53760406560001
293,130093,82678,47415,120450.03218792687,159601,36.44700329764092,122.6822350164882,1.456857110572666,72.89400659528184,0.0,24.280951842877766,36.441888190976066
294,75954,49843,26111,295743.21888951503,99608,34.37738631276825,131.14253363878137,5.933495553829324,68.7547726255365,0.0,98.89159256382207,57.16938681936122
295,100774,51295,49479,264704.42828582204,51693,49.09897394169131,51.29596919840434,5.160433342154636,98.19794788338262,48.70403080159566,86.00722236924393,79.69255510460493
296,156739,73062,83677,526380.9077834624,126678,53.38620254052916,80.82098265269015,7.204578409891084,100.0,19.179017347309852,100.0,75.75370520419295
297,114532,46865,67667,342788.90855566226,61268,59.08130478818146,53.49421995599483,7.314390452483991,100.0,46.50578004400517,100.0,83.95173401320156
298,263273,181199,82074,397268.2554664083,171024,31.174484280575676,64.96070618711376,2.192441765497648,62.34896856115135,35.03929381288624,36.54069609162747,46.41358439581465
299,193252,140244,53008,930930.4761529022,1622,27.429470328896983,0.8393186098979571,6.637934429657613,54.858940657793966,99.16068139010204,100.0,81.6917806801482
300,88756,35990,52766,39412.11060941099,81182,59.45062868989138,91.4664924061472,1.0950850405504582,100.0,8.533507593852804,18.251417342507636,48.035477480908135
301,253637,194309,59328,389753.791384508,177900,23.390909055066885,70.13960896872302,2.005845284492782,46.78181811013377,29.860391031276976,33.43075474154637,37.700070975900516
302,291896,188896,103000,866344.1188846085,142736,35.28654041165347,48.89960807958999,4.586355025435205,70.57308082330694,51.10039192041001,76.43925042392009,66.4911250326218
303,75737,45608,30129,281277.808681178,167469,39.781084542561764,221.119135957326,6.167291016514165,79.56216908512353,0.0,100.0,61.82486763404941
304,168575,97256,71319,745857.9580541967,192192,42.30698502150378,114.00978792822185,7.669017418505765,84.61397004300755,0.0,100.0,63.84558801720302
305,190322,84725,105597,522574.2603279473,53276,55.48333876272843,27.992559977301624,6.167887404283828,100.0,72.00744002269838,100.0,91.60223200680952
306,97492,79801,17691,279107.7617816351,155834,18.146104295737086,159.84285890124318,3.497547170857948,36.29220859147417,0.0,58.29245284763247,32.004619290879404
307,51046,35997,15049,273377.5741895071,184374,29.481252203894527,361.1918661599342,7.594454376462125,58.962504407789055,0.0,100.0,53.58500176311563
308,194222,170341,23881,183970.02077764648,152864,12.295723450484497,78.70581087621382,1.0800102193696555,24.591446900968993,21.294189123786182,18.000170322827593,21.624886594371727
309,99129,41197,57932,86435.93466415915,198370,58.441021295483665,200.1129840914364,2.0981123543986007,100.0,0.0,34.96853923997668,50.490561771993
310,203059,86444,116615,343263.0709845094,176492,57.429121585352036,86.91661044327019,3.970929977609891,100.0,13.083389556729813,66.18216629349818,63.779666755068405
311,78890,44740,34150,275924.89596470457,132596,43.28812270249715,168.0770693370516,6.167297629966575,86.5762454049943,0.0,100.0,64.63049816199772
312,140424,61445,78979,357948.46499944327,34008,56.24323477468239,24.2180823790805,5.825510049628827,100.0,75.7819176209195,97.09183416048045,91.86212553441999
313,171132,127356,43776,443022.9642817496,13350,25.580253839141715,7.800995722600098,3.47861870882997,51.16050767828343,92.19900427739991,57.9769784804995,65.5169978986832
314,64354,52097,12257,333177.3523731753,20581,19.04621313360475,31.980918047052242,6.395327031751835,38.0924262672095,68.01908195294776,100.0,65.64269509276812
315,128929,58217,70712,146518.9419821878,69626,54.84569026363347,54.00336619379659,2.516772454475287,100.0,45.99663380620341,41.946207574588115,66.38285241423746
316,46960,21996,24964,167211.36667713895,94006,53.16013628620102,200.1831345826235,7.6018988305664195,100.0,0.0,100.0,70.0
317,299568,147557,152011,639690.2247384671,90327,50.74340383485553,30.15241948405704,4.335207579026865,100.0,69.84758051594295,72.25345965044775,82.63031204991721
318,171410,131319,40091,847334.4270081418,132822,23.38895046963421,77.48789452190654,6.452489182891598,46.77790093926842,22.51210547809346,100.0,55.4647920191354
319,225828,168498,57330,1144702.1511796254,146968,25.386577395185718,65.0796181164426,6.793565212522554,50.773154790371436,34.9203818835574,100.0,60.78537648121579
320,226833,146242,80591,258800.88952465812,90600,35.5287810856445,39.94127838542011,1.7696755345568176,71.057562171289,60.05872161457989,29.494592242613628,55.28901902567366
321,162732,119601,43131,42257.84412452553,29711,26.50431384116216,18.25762603544478,0.3533235016808014,53.00862768232432,81.74237396455521,5.888725028013356,47.49278077070029
322,110342,99272,11070,441408.2476194536,19541,10.032444581392399,17.70948505555455,4.446452651497437,20.064889162784798,82.29051494444545,74.10754419162396,54.945373405934745
323,134457,74815,59642,72135.1738552747,24070,44.357675688138215,17.901633979636614,0.9641806302917155,88.71535137627643,82.09836602036339,16.069677171528593,64.93655350807818
324,240840,119528,121312,110235.43548516324,41786,50.37037037037037,17.350107955489122,0.9222561699782749,100.0,82.64989204451088,15.37093616630458,69.40624846324464
325,266006,212185,53821,1264732.1691431117,51571,20.233002263106847,19.387156680676377,5.960516384961763,40.466004526213695,80.61284331932362,99.34193974936272,70.17283673109138
326,65510,41112,24398,171826.6423315032,66150,37.243168981834835,100.97695008395664,4.1794766085693515,74.48633796366967,0.0,69.65794347615586,50.69191822831463
327,127312,92311,35001,269324.5423572269,35435,27.49230237526706,27.83319718486867,2.917577995658447,54.98460475053412,72.16680281513133,48.62629992764078,58.23177272304528
328,136443,87395,49048,618755.4509468172,134055,35.9476118232522,98.24981860557156,7.079986852186249,71.8952236465044,1.750181394428438,100.0,59.283143876930296
329,268313,204557,63756,106952.77603847404,187918,23.76180058364671,70.03685993597031,0.522850726391539,47.52360116729342,29.963140064029687,8.714178773192316,30.61263611808397
330,134071,89793,44278,568011.2411230804,115608,33.02578484534314,86.22893839831134,6.3257853187117075,66.05156969068628,13.771061601688658,100.0,60.55194635678111
331,47564,33910,13654,240348.0435415129,79273,28.706584812042724,166.66596585653016,7.087821985889498,57.41316962408545,0.0,100.0,52.96526784963418
332,114859,59322,55537,11580.025307975588,183465,48.35232763649344,159.73062624609304,0.19520625245230416,96.70465527298688,0.0,3.253437540871736,39.657893371456275
333,237153,97383,139770,681448.5839280431,27788,58.936635842683835,11.71733016238462,6.997613381473595,100.0,88.28266983761537,100.0,96.48480095128461
334,266577,231797,34780,1481244.4616210265,39974,13.046887015759049,14.99529216699115,6.390265886189323,26.093774031518098,85.00470783300885,100.0,65.9389219625099
335,147309,84755,62554,520184.3474268613,61916,42.46447942759777,42.03137622276982,6.137506311449015,84.92895885519555,57.96862377723018,100.0,81.36217067524727
336,298365,190935,107430,958502.044956796,85431,36.00623397516465,28.633050123171284,5.020043705746961,72.0124679503293,71.36694987682871,83.66739509578268,75.31529067191514
337,123691,110337,13354,678151.8693245548,181144,10.796258418154919,146.4488119588329,6.1461873109161465,21.592516836309837,0.0,100.0,38.637006734523936
338,64574,39433,25141,232680.66318843808,32733,38.933626536996314,50.690680459627714,5.900658412711132,77.86725307399263,49.309319540372286,98.34430687851886,75.4429891552644
339,256752,116883,139869,331594.41321221506,32413,54.47630398205272,12.624244407054277,2.8369772611262123,100.0,87.37575559294572,47.28295435210354,80.39761298351479
340,205873,112850,93023,210901.0776478587,171672,45.18465267422149,83.38733102446653,1.8688620083992797,90.36930534844298,16.612668975533467,31.147700139987993,50.47583287403363
341,228847,93583,135264,739472.1951893363,166472,59.106739437265944,72.74379825822493,7.901779117888252,100.0,27.256201741775072,100.0,78.17686052253252
342,175566,103963,71603,565265.363604957,43001,40.78409259195972,24.492783340737954,5.437178261544559,81.56818518391944,75.50721665926204,90.61963769240931,82.46533037906919
343,107364,85158,22206,60912.49707925916,168645,20.682910472784176,157.077791438471,0.7152880184980761,41.36582094556835,0.0,11.921466974967936,20.12276847071772
344,171878,144301,27577,1090606.2043893824,160829,16.044519950197234,93.57160311383656,7.557856178331282,32.08903990039447,6.428396886163441,100.0,44.76413502600682
345,74636,66768,7868,397057.450231692,193283,10.541829680047163,258.96752237526124,5.946822583148993,21.083659360094327,0.0,99.1137097191499,38.167576659782696
346,225914,135726,90188,909717.88597643,169269,39.921386014146975,74.92629938826279,6.702605882265963,79.84277202829395,25.07370061173721,100.0,69.45921899483875
347,81844,66729,15115,64240.68201466595,40042,18.468061189580176,48.924783734910314,0.9627100962799675,36.93612237916035,51.075216265089686,16.04516827133279,34.910564312590886
348,101665,60190,41475,17687.162509662994,186626,40.795750750012296,183.56956671420843,0.293855499412909,81.59150150002459,0.0,4.897591656881817,34.10587809707438
349,185271,106542,78729,49301.395571339,66262,42.49396829509205,35.764906542308296,0.4627414125071709,84.9879365901841,64.2350934576917,7.712356875119515,55.57940973591701
350,288496,190156,98340,908601.9881365114,30448,34.08712772447451,10.5540458099939,4.778192579442728,68.17425544894903,89.4459541900061,79.63654299071213,77.99445133379508
351,66172,35078,31094,144590.93351289563,156497,46.989663301698606,236.50033246690444,4.121983394517807,93.97932660339721,0.0,68.69972324196345,58.20164761394793
352,197757,177618,20139,1275206.5099493652,7906,10.183710311139428,3.9978357276859984,7.179489184369631,20.367420622278857,96.002164272314,100.0,66.94761753060574
353,101413,72152,29261,431683.4558276998,60504,28.853302830997997,59.66099020835593,5.982972832737828,57.706605661995994,40.33900979164407,99.7162138789638,65.09920936598076
354,230792,195587,35205,1345836.9891418596,148746,15.253994939166002,64.45024090956359,6.88101453134339,30.507989878332005,35.54975909043641,100.0,52.868123678463725
355,123560,73590,49970,160696.64316540974,65160,40.44189057947556,52.73551311103917,2.1836749988505195,80.88378115895112,47.26448688896083,36.39458331417533,57.4512335245213
356,57602,50564,7038,348740.96671528195,29192,12.218325752578036,50.67879587514322,6.897020938123605,24.43665150515607,49.32120412485678,100.0,54.57102183951946
357,86542,62969,23573,277495.50215909514,50106,27.238797346952925,57.89789928589587,4.4068589648731145,54.47759469390585,42.10210071410413,73.4476494145519,56.45596291615915
358,121121,73184,47937,218198.6914322335,152826,39.57777759430652,126.17630303580715,2.981508136098512,79.15555518861304,0.0,49.691802268308535,46.569762755937774
359,175044,74287,100757,316523.5468697953,106532,57.56095610246567,60.860126596741395,4.260820155206097,100.0,39.139873403258605,71.01366925343494,73.04606279700806
360,166267,75607,90660,541031.5531256214,86988,54.52675515887098,52.31825918552689,7.1558394477445395,100.0,47.68174081447311,100.0,84.30452224434194
361,85648,36893,48755,260584.4878983069,115005,56.924855221371196,134.27634036988604,7.063250153099691,100.0,0.0,100.0,70.0
362,42396,36174,6222,165335.1312399894,11303,14.675912821964337,26.6605340126427,4.570551535356593,29.351825643928674,73.3394659873573,76.17585892260989,56.595327730561635
363,201633,135475,66158,936937.3836771044,99616,32.81109738981218,49.4046113483408,6.915943042458789,65.62219477962437,50.5953886516592,100.0,71.4274945073475
364,164165,108452,55713,753230.204167987,198747,33.9371973319526,121.06539152681752,6.9452864324123755,67.8743946639052,0.0,100.0,57.14975786556208
365,284064,135973,148091,174480.66817636715,105228,52.13297003492171,37.04376478540048,1.2832008426405768,100.0,62.95623521459952,21.386680710676277,65.30287477758274
366,204202,106051,98151,789096.0940952663,86206,48.06564088500602,42.216040979030566,7.440722804077909,96.13128177001204,57.783959020969434,100.0,85.78770041429564
367,109274,84835,24439,107642.11286030326,48874,22.36488094148654,44.72610135988433,1.2688408423445896,44.72976188297308,55.27389864011567,21.14734737240983,40.81827855694688
368,89708,74988,14720,17545.56208156417,47638,16.408792972756054,53.10340214919517,0.23397826427647317,32.81758594551211,46.89659785080483,3.8996377379412195,28.36590505482866
369,118249,54918,63331,147232.45790562843,167581,53.55732395199959,141.7187460359073,2.680950834073135,100.0,0.0,44.68251390121892,53.40475417036568
