user_id,monthly_income,monthly_expenses,monthly_savings,emergency_fund_savings,debt
633,208123,124752,83371,920792.5739405435,62424
634,85603,34814,50789,78748.06749596016,168553
635,132573,55434,77139,122274.03469199075,165814
636,59675,47355,12320,369306.3598595964,140905
637,47896,37759,10137,19745.28594778898,96044
638,45347,18900,26447,9473.164362449605,18681
639,221098,103832,117266,442258.4342560027,102304
640,70682,40548,30134,291891.5400074202,145361
641,155359,113706,41653,876349.8202934877,65428
642,90601,73743,16858,464706.5672324786,153741
643,242040,156658,85382,1227635.8044202023,28228
644,289430,144439,144991,653245.8931205501,18322
645,228786,202705,26081,986812.166495498,81912
646,177660,81199,96461,98248.72997158361,155331
647,131006,68841,62165,468458.08030273416,19446
648,42336,28013,14323,25720.16326137911,138593
649,242779,184853,57926,100069.59761840795,44629
650,85232,57256,27976,37434.13116862029,69184
651,219017,105760,113257,800136.2882139989,111672
652,108673,48770,59903,336312.81218301086,78258
653,183996,142531,41465,331341.8838940768,188398
654,261095,119050,142045,339029.04120221775,148066
655,107263,85488,21775,340075.3197659365,63878
656,58708,28317,30391,74805.59993572957,161645
657,118707,78310,40397,128354.0206299384,96468
658,136334,114492,21842,797394.1203229394,114586
659,227772,142498,85274,1122872.4481660994,171033
660,290736,120243,170493,62723.165335482765,13565
661,191426,163594,27832,705027.0554742106,41971
662,58658,26556,32102,139531.61968846683,88664
663,222650,131410,91240,815385.2266407782,133623
664,111947,74071,37876,170148.76554626075,33243
665,192872,132849,60023,674429.1167131225,6710
666,192456,115085,77371,842505.1241809966,37991
667,250129,119806,130323,666983.1180106524,80257
668,255814,180793,75021,525168.5718261811,131354
669,250545,121370,129175,492326.3398091886,125147
670,256192,106753,149439,310602.6571767379,129951
671,283579,229752,53827,575596.7570660821,39901
672,51205,45258,5947,310243.2047910929,125576
673,102987,79286,23701,202760.83581504822,54400
674,196222,126107,70115,123518.17296280782,115357
675,159052,89308,69744,712376.4484211924,198137
676,299806,218278,81528,226706.0609942641,139076
677,49752,22215,27537,5218.5983556771625,92051
678,298977,150946,148031,457701.028754143,32994
679,186108,105787,80321,250918.11594094458,95665
680,171717,129667,42050,326086.6890095768,161162
681,258561,209646,48915,770264.8922126049,43732
682,252695,163520,89175,1083482.5420682717,12763
683,230237,112097,118140,638517.0850961562,91353
684,261373,198522,62851,667222.4807182885,109089
685,216168,166413,49755,254625.75941136092,33866
686,145400,89821,55579,414793.1845389408,137488
687,112516,90361,22155,609927.588411504,32602
688,245730,102115,143615,603944.6550508065,87969
689,172161,95972,76189,2930.7039694547525,123950
690,107494,51980,55514,272492.63724617916,186368
691,61447,26811,34636,16532.3086274449,87960
692,103278,57077,46201,97096.82456106442,140600
693,264884,160030,104854,972020.5980138135,186339
694,253451,130877,122574,845356.5621024144,50939
695,69516,59048,10468,307412.64956999134,86661
696,112954,45192,67762,61128.89385222411,146295
697,243309,153328,89981,1060494.4729671355,74567
698,55037,32482,22555,253827.4261654659,12109
699,62010,37905,24105,12743.56249897694,154455
700,101709,87371,14338,195737.1321612465,18351
701,240696,131446,109250,957736.7573395687,152850
702,195336,160122,35214,1257660.5628982258,28365
703,243838,165710,78128,832842.6982789629,94840
704,156219,112094,44125,403396.89968380844,50085
705,74228,49758,24470,38426.89734387795,49437
706,220488,89562,130926,335870.37218345655,46733
707,168202,73524,94678,133138.1381597073,92493
708,165149,115505,49644,59592.51428508077,181211
709,168775,141539,27236,374124.94768458523,54869
710,166888,149283,17605,747819.6593915076,23567
711,75292,61669,13623,140748.55900925878,190731
712,225378,120326,105052,759652.5442130856,198100
713,135998,99198,36800,200226.99655655562,44900
714,214018,137867,76151,813487.817041446,138440
715,125436,52221,73215,362853.0256924144,49879
716,99871,68500,31371,283560.60076176265,32174
717,270823,151247,119576,525850.6823359806,64046
718,89678,62860,26818,448832.112052493,88668
719,253397,178276,75121,900375.882680219,96019
720,233016,175068,57948,332536.0195315247,148934
721,214427,96945,117482,298211.6052682108,8770
722,51093,27147,23946,58978.21805357183,11190
723,102824,67157,35667,340676.19548112224,40197
724,42261,22279,19982,64493.80050813828,86795
725,68933,29146,39787,32649.13877831198,85371
726,200105,177246,22859,469839.4529678987,199408
727,135074,67273,67801,328712.06177184125,187116
728,234387,118012,116375,487694.15222533507,54245
729,83056,33540,49516,58780.54285821048,168490
730,265683,120623,145060,326995.1048415059,147796
731,43828,30067,13761,123315.04413065258,136554
732,105333,91205,14128,289678.05468830455,70448
733,44648,36124,8524,153627.99247496368,175674
734,154598,106269,48329,25222.499174934685,22207
735,251722,106334,145388,383310.26733242057,190590
736,92781,44776,48005,139655.39580248462,8210
737,84363,70960,13403,380880.9249322269,199919
738,193504,157104,36400,1200350.6127707015,134393
739,121348,48634,72714,247605.95389999854,183965
740,206892,168574,38318,54697.188982857006,67411
741,63377,33485,29892,178218.44827788143,3744
742,296638,216940,79698,160162.1023389794,34542
743,50651,34178,16473,246169.4424019396,16715
744,215481,120785,94696,724565.7966596686,71425
745,274430,198426,76004,1026180.044664522,165682
746,181130,126672,54458,508870.41664883844,70194
747,116917,53532,63385,66089.13626187044,148226
748,190611,137037,53574,812334.7807510194,99932
749,201445,164078,37367,1301155.9017280086,22785
750,250000,186860,63140,796012.6865346017,2282
751,205696,90957,114739,290603.0659818872,169316
752,114964,92432,22532,159760.47816608218,50583
753,78392,33998,44394,105364.58502050463,148586
754,299729,180421,119308,112026.49453673033,167860
755,246821,196097,50724,700332.2232624085,173921
756,140127,113672,26455,779846.6083730676,39758
757,94312,58048,36264,148076.64855924374,195119
758,218847,128153,90694,616235.6615836021,83555
759,168379,125308,43071,375475.78533373895,171675
760,247780,179112,68668,64162.86261433708,21312
761,264448,230948,33500,627751.448743171,117961
762,80379,47379,33000,2543.452657728453,44014
763,283166,225360,57806,1074496.3637957557,11120
764,287589,236849,50740,1006296.262805799,91575
765,297227,202068,95159,170156.1042751192,5744
766,254892,225837,29055,412806.0914148573,150871
767,138746,92398,46348,100373.09096490931,7597
768,87093,75145,11948,248970.54885715683,157489
769,189765,147657,42108,541633.0553797866,184233
770,292388,239097,53291,708486.4658197357,8036
771,71778,60595,11183,292282.5888021838,137416
772,58800,26113,32687,126779.10416478697,146045
773,111155,46181,64974,358638.74719175196,173333
774,150659,134094,16565,512645.06087275664,133004
775,116449,56380,60069,111365.1257241478,50098
776,235458,129776,105682,269243.565073786,187954
777,241465,103545,137920,283670.20774752315,193515
778,262740,232054,30686,1035348.5117330216,85376
779,139931,96761,43170,773866.4592314432,37772
780,98478,79607,18871,132025.9825340154,170492
781,95568,73328,22240,176274.28533846803,74965
782,217912,173514,44398,640538.0523969213,189414
783,285588,135366,150222,923258.6936390855,35428
784,279779,238783,40996,252866.1902648626,132212
785,299937,228273,71664,974062.127265245,150667
786,116021,53987,62034,341418.01810814574,16859
787,47684,38009,9675,83853.19601332661,66093
788,200761,175067,25694,208394.11180676305,125074
789,143065,127398,15667,492681.12422485545,95071
790,249477,173228,76249,520141.19431277434,72805
791,230026,115383,114643,703188.4857258627,20878
792,222170,145663,76507,573708.8511472973,36593
793,76304,63545,12759,498568.6527040722,152155
794,58354,40909,17445,193550.87296971653,41862
795,269740,172159,97581,1371932.2470958123,100167
796,122035,49007,73028,250993.58923681988,146144
797,142239,73991,68248,184621.79862877371,21826
798,108026,44873,63153,348764.81768954307,181948
799,263518,202122,61396,1233100.0679070088,167260
800,176917,134696,42221,746250.7871865784,153385
801,198015,108848,89167,312363.74008472863,143016
802,92887,71200,21687,301078.09129776346,56622
803,67810,60955,6855,330045.1381748204,168048
804,166439,91093,75346,10432.172708203956,66624
805,239971,196073,43898,1161499.0129641788,120356
806,257228,199792,57436,1228996.9638627984,138367
807,212232,166189,46043,1124662.705108821,75969
808,186110,82689,103421,322571.64762857597,54189
809,88511,65825,22686,12900.882857745728,197706
810,59810,40345,19465,204013.31337143475,61388
811,281324,210677,70647,10262.073703396607,22031
812,241793,106009,135784,424565.4242710154,89833
813,227771,171635,56136,68964.3318209531,111041
814,156185,93935,62250,221904.9004671484,100859
815,291169,157377,133792,1011597.6295346705,123853
816,241335,145416,95919,1054104.2998887936,101084
817,63782,40706,23076,73605.89108078468,146664
818,193245,171889,21356,829870.5982864025,111668
819,232274,168145,64129,165347.97984450075,16566
820,178262,148575,29687,539561.2236615932,89571
821,160263,108550,51713,553249.6829210579,143217
822,251981,159147,92834,298755.13038640877,139316
823,54743,29834,24909,134441.29572860888,84227
824,270604,232285,38319,1339179.0433767037,74763
825,264886,126963,137923,895842.9747549444,176481
826,219838,93907,125931,562424.2240087125,89678
827,152056,60832,91224,248744.06238463332,162969
828,90961,48944,42017,276818.0576162606,27990
829,102551,84057,18494,2568.7299113001627,80811
830,294840,130129,164711,969083.5427112075,19008
831,242346,129702,112644,874411.3530722264,136643
832,267939,228712,39227,1725373.7176930457,91218
833,173296,102011,71285,764120.4579003813,129714
834,281060,128728,152332,43553.05835149844,62368
835,281467,201630,79837,1135349.6430898416,127881
836,111854,54078,57776,308480.8346096215,15372
837,69796,61631,8165,375228.16040756804,120592
838,133635,100395,33240,239383.61189085516,78356
839,56211,44457,11754,229095.53551323834,125737
840,85968,49863,36105,381671.2735959437,150043
841,196671,121221,75450,443862.4306961182,87697
842,146239,85455,60784,252819.13432307343,38342
843,257064,126735,130329,559732.0874347667,111715
844,66654,50645,16009,150379.83984659117,52389
845,266762,204139,62623,1057788.1522209097,158819
846,116396,90441,25955,26002.637588641643,85896
847,58135,50310,7825,50601.50378399121,154626
848,102491,90939,11552,37975.12901376541,16923
849,87591,55539,32052,257334.51606605353,60948
850,280891,118396,162495,631634.7611406954,26672
851,44213,34972,9241,152143.79131950444,57134
852,173172,128843,44329,249325.51539013462,18199
853,76609,31383,45226,31224.427726664097,31881
854,253666,163977,89689,530353.7590848934,167093
855,94131,38119,56012,141526.7470656649,132473
856,256251,153449,102802,935804.4692378758,102518
857,59611,31809,27802,55934.306725734816,2745
858,95243,44076,51167,5975.882221385375,71354
859,91374,73426,17948,70610.68804325945,81029
860,133574,54601,78973,128119.5476578369,40992
861,95350,62833,32517,174975.12324434437,151165
862,177227,71010,106217,170310.6836992592,152035
863,221196,196222,24974,1329695.7567394779,152008
864,156895,133247,23648,834870.7118144161,178904
865,68151,42866,25285,136487.15910230175,176743
866,130306,98389,31917,737821.8172203948,87265
867,71131,45289,25842,21636.000552020854,49067
868,229657,158716,70941,1257295.9580372234,98934
869,182980,121749,61231,634027.2367463218,61215
870,226907,178908,47999,293382.2258721894,177241
871,178731,126875,51856,909516.238471492,113688
872,86473,48215,38258,106550.26098941604,106956
873,158452,105153,53299,762503.0689479582,7006
874,289243,208662,80581,1351896.371320277,32430
875,63091,35877,27214,208081.19546692184,18990
876,130270,98205,32065,48869.34260403707,108272
877,56241,22716,33525,114656.1550947654,178634
878,75063,35064,39999,268712.0161658768,175841
879,87118,50278,36840,381739.2128665418,128557
880,67076,47654,19422,354035.0185392578,39121
881,236173,159012,77161,550583.505146657,67293
882,136258,65795,70463,234515.2969681817,77227
883,171564,72912,98652,492097.47444277257,47153
884,148042,88222,59820,465186.6762322445,28328
885,152911,109831,43080,437774.0653666852,73402
886,55449,36666,18783,64273.2920179581,172388
887,234136,201285,32851,283563.01557423,123749
888,163765,66572,97193,7557.279747000101,197227
889,270258,207034,63224,588044.5606517978,34064
890,265898,158901,106997,1211330.0302468063,50081
891,241974,144312,97662,986195.7739829068,76253
892,76191,42286,33905,78496.28963929733,187818
893,192614,152294,40320,1169822.3408598364,125681
894,127893,105844,22049,510645.90737849724,84388
895,62601,49593,13008,149566.75184600006,167849
896,59710,42822,16888,76077.86347863499,63227
897,176039,145059,30980,845823.2956338897,5722
898,198485,121939,76546,28455.454473119233,83596
899,106732,49016,57716,113279.87332457332,40695
900,190774,164020,26754,1303309.5010373965,107096
901,132764,85071,47693,432462.61103921,100755
902,270004,112405,157599,51888.78134871289,126310
903,191130,102784,88346,511485.7150299218,45740
904,146611,86964,59647,399228.2465755592,66641
905,103811,85502,18309,617144.1357506262,155801
906,152492,135288,17204,29784.124154212033,143674
907,158474,122957,35517,224956.62797312523,91328
908,258512,122557,135955,666268.8033580033,157608
909,124700,76776,47924,441713.7619825298,133943
910,86002,52783,33219,137800.97119906466,108946
911,106668,61496,45172,439865.7858286783,194886
912,144601,122372,22229,410629.519332355,133251
913,214870,137123,77747,545793.2571666398,125555
914,272556,189580,82976,282301.1479686376,93330
915,265391,219615,45776,363815.63071873575,152026
916,202627,110962,91665,780725.5878490749,178048
917,251650,112620,139030,744865.7681209275,145342
918,201980,154186,47794,954604.0376794542,10775
919,248873,202182,46691,834056.3999589557,158128
920,177686,75108,102578,174268.1014126562,174956
921,188036,112052,75984,490071.093835416,168616
922,89976,62552,27424,30690.991499188913,34148
923,232312,205953,26359,372569.52277490945,85076
924,248188,153564,94624,1084449.779469867,90453
925,193390,95836,97554,237738.0945329302,151538
926,135742,97777,37965,325357.9772664003,153484
927,133526,94111,39415,674618.3655723244,144228
928,194136,102194,91942,221915.15202199566,130429
929,257583,219195,38388,1414585.488395907,126479
930,198199,154841,43358,671974.0211772891,18375
931,55088,32520,22568,107828.44119471556,195497
932,174345,71539,102806,153963.17209843468,78077
933,179784,96080,83704,483039.5462081393,27128
934,108368,75941,32427,180168.45034264468,32920
935,291514,227235,64279,186361.72075716258,173784
936,173682,101541,72141,757840.9877614966,122049
937,60583,29691,30892,23333.56122468791,150528
938,131118,97984,33134,571427.8427622681,101968
939,190945,153431,37514,239647.68761774024,21644
940,102021,57928,44093,453472.18666276906,132610
941,207248,155557,51691,904790.149332842,174
942,132268,115542,16726,458709.83060427057,105410
943,115225,55482,59743,348962.09598998417,33919
944,113155,67007,46148,13505.080713328654,34675
945,272866,110704,162162,623219.0432324356,181517
946,110305,68260,42045,128314.27700018989,159034
947,255964,206963,49001,904726.8600513561,103591
948,181650,111678,69972,275920.0864343345,109903
949,171461,78742,92719,605691.8667056485,144866
950,98002,58632,39370,61781.72444519531,1481
951,96408,46144,50264,114358.80780275741,27798
952,131649,110019,21630,592080.88575895,127815
953,214598,119409,95189,893463.1299215922,142961
954,64335,57319,7016,287967.62157987437,53747
955,77327,37225,40102,55663.120413199875,87051
956,190653,113503,77150,173820.92815791658,147595
957,106960,92787,14173,319588.27535634907,154692
958,275637,144314,131323,410838.5898218707,118639
959,158248,117534,40714,312599.2157945337,26049
960,117789,69137,48652,522370.73329388845,46220
961,86163,63393,22770,320658.10052440723,75277
962,259350,157987,101363,949109.8073922045,22931
963,129116,72644,56472,547022.3658406485,94776
964,65991,28623,37368,118774.22849724618,186384
965,181633,160806,20827,145759.06704963685,156989
966,102120,78524,23596,442595.4552514169,145328
967,158490,104579,53911,61946.08885644353,59778
968,85833,56512,29321,334623.9941715824,103937
969,242363,163547,78816,902490.0916638598,90265
970,137718,60387,77331,36514.14151844434,30949
971,193619,106228,87391,78240.73438055361,195691
972,101842,72493,29349,376096.47939891246,30109
973,170356,69429,100927,536000.4166868362,165582
974,41306,30484,10822,172327.23962706066,94767
975,216872,143759,73113,286970.98761839827,18689
976,69084,33646,35438,31510.432238060628,186633
977,102260,89208,13052,525638.6771943214,125844
978,284602,223740,60862,1119066.521077929,84381
979,289880,123269,166611,618797.1377382106,173123
980,249926,131598,118328,474020.46627129667,1920
981,146121,87602,58519,588546.4027761369,12905
982,161759,119091,42668,930821.8816887058,109200
983,274313,110866,163447,384556.7191040594,150946
984,222003,171872,50131,1257482.4636238362,191758
985,265923,164128,101795,949904.3475846797,90009
986,239570,166435,73135,816585.6125938474,91176
987,115945,87009,28936,142015.85712998395,10278
988,261552,211643,49909,84688.65323320522,95667
989,94318,39118,55200,111398.99879104808,21869
990,273540,119967,153573,874481.0053455884,10442
991,113788,69682,44106,120045.01746799226,86346
992,107087,47179,59908,359123.0417234452,66897
993,197221,116684,80537,460669.35814835975,174398
994,54924,43575,11349,138550.42749502335,869
995,137088,72201,64887,570480.0818130458,164530
996,261677,153226,108451,1128683.0747872512,160133
997,195242,130649,64593,281003.5424041536,174875
998,190368,161369,28999,860371.8041308636,143927
999,125178,78508,46670,395835.58964051236,135530
1000,103610,77990,25620,266789.0241241862,174499
